   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01   .100000E+01
   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01   .101547E+01
   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01   .103118E+01
   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01   .104713E+01
   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01   .106333E+01
   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01   .107978E+01
   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01   .109648E+01
   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01   .111344E+01
   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01   .113066E+01
   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01   .114815E+01
